% Model:              EOBD.mph
% Version:            COMSOL 5.0.0.243
% Date:               Mar 14 2019, 14:17
% Dimension:          2
% Nodes:              1872
% Expressions:        2
% Description:        Electric field, y component, Electric field, x component
% Length unit:        m
% x                       y                        es.Ey (V/m)              es.Ex (V/m)
0.004891304347826088      -2.0E-4                  -5.367292033042759E-8    -2.5345134635532797E-6
0.005                     -2.0E-4                  -3.5592165659181774E-8   9.053837857209146E-8
0.0048908902691511364     -1.1734999999999999E-4   -2.6993935886565623E-6   -1.800198551150933E-6
0.004999999999999999      -1.1734999999999999E-4   -1.702808731351979E-6    6.483605829998851E-8
0.004890476190476188      -3.47E-5                 -3.831415895660939E-6    9.094947017729282E-13
0.005                     -3.47E-5                 -2.4081164156086743E-6   0
0                         -2.0E-4                  3.559762262739241E-8     9.053478412470822E-8
1.0869565217397792E-4     -2.0E-4                  5.3693838708568364E-8    -2.534515239011258E-6
0                         -1.1734999999999998E-4   1.702805093373172E-6     6.482506648142113E-8
1.0910973084888689E-4     -1.1735E-4               2.6994022572779386E-6    -1.8001944778953118E-6
0                         -3.47E-5                 2.408152795396745E-6     -1.8189894035458565E-12
1.0952380952379586E-4     -3.47E-5                 3.83144470461616E-6      0
0.004782608695652176      -2.0E-4                  -1.2593773135449737E-7   -8.017650565244963E-6
0.004781780538302276      -1.1734999999999997E-4   -6.855681924378132E-6    -5.712737892550612E-6
0.004780952380952379      -3.47E-5                 -9.783742385138794E-6    -9.094947017729282E-13
2.1739130434788922E-4     -2.0E-4                  1.2591044651344419E-7    -8.017655069187043E-6
2.1821946169774765E-4     -1.1734999999999999E-4   6.855701673913472E-6     -5.712733325606565E-6
2.19047619047606E-4       -3.47E-5                 9.783740040347766E-6     0
0.004673913043478264      -2.0E-4                  -3.2337629818357527E-7   -2.282831612677152E-5
0.004672670807453413      -1.1735E-4               -1.9036653625903455E-5   -1.632852609283892E-5
0.004671428571428567      -3.47E-5                 -2.7300869660962235E-5   -9.094947017729282E-13
0.0045652173913043525     -2.0E-4                  -8.378374332096428E-7    -6.419666171853504E-5
0.004563561076604554      -1.1734999999999999E-4   -5.349969270440624E-5    -4.610395440721169E-5
0.004456521739130441      -2.0000000000000004E-4   -2.1599616957246326E-6   -1.8024917246651216E-4
0.004454451345755692      -1.1734999999999999E-4   -1.505823516438909E-4    -1.2997680985982896E-4
0.004347826086956529      -2.0E-4                  -5.523065738088917E-6    -5.059962466988585E-4
0.004345341614906831      -1.1735E-4               -4.239136367232277E-4    -3.6636112939895243E-4
0.004239130434782617      -1.9999999999999998E-4   -1.397827873006463E-5    -0.0014203960246228801
0.00423623188405797       -1.1734999999999998E-4   -0.0011934046864183756   -0.0010326218416594202
0.004130434782608705      -2.0000000000000004E-4   -3.4928013519675005E-5   -0.003987210468126919
0.004127122153209107      -1.1735E-4               -0.003359663428526005    -0.002910521106533823
0.004021739130434793      -2.0E-4                  -8.586668081989046E-5    -0.01119251160339638
0.004018012422360246      -1.1734999999999998E-4   -0.009458019261259665    -0.0082034926026219
0.003913043478260881      -2.0E-4                  -2.0661973940150347E-4   -0.03141844611302817
0.003908902691511385      -1.1734999999999998E-4   -0.02662568298160295     -0.023122004346552247
0.0038043478260869693     -1.9999999999999998E-4   -4.8274089022015687E-4   -0.08819431223048005
0.0037997929606625232     -1.1734999999999997E-4   -0.07495443648680578     -0.06517046054248438
0.003695652173913058      -2.0000000000000004E-4   -0.001080136827113165    -0.24756842123233247
0.0036906832298136613     -1.1734999999999998E-4   -0.21100360652152972     -0.18368547869724156
0.0035869565217391455     -2.0E-4                  -0.00225363242043386     -0.6949429734049329
0.0035815734989648        -1.1734999999999998E-4   -0.5939889212264973      -0.5177238611263615
0.003478260869565234      -2.0E-4                  -0.004111772002943326    -1.9507615972715255
0.0034724637681159388     -1.1735E-4               -1.6721019539556607      -1.459228341224369
0.0033695652173913217     -1.9999999999999998E-4   -0.005137357305102341    -5.476046774883011
0.0033633540372670777     -1.1734999999999997E-4   -4.706977484897692       -4.113001694667673
0.00326086956521741       -2.0000000000000004E-4   0.005120547314618307     -15.37312813641529
0.003254244306418216      -1.1734999999999999E-4   -13.249669152310702      -11.594107307186515
0.003152173913043498      -1.9999999999999998E-4   0.08335897260167258      -43.1691170857649
0.003145134575569354      -1.1734999999999995E-4   -37.28721806769798       -32.69474230189029
0.0030434782608695864     -2.0000000000000004E-4   0.5535208186520322       -121.33096156448846
0.0030360248447204937     -1.1735E-4               -104.7516391885843       -92.32994030729158
0.002934782608695674      -1.9999999999999998E-4   3.44920451012149         -341.90003078443846
0.0029269151138716304     -1.1734999999999998E-4   -290.8469451476932       -262.2820647104394
0.0028260869565217626     -2.0000000000000004E-4   20.08063715100343        -967.8302533826063
0.00281780538302277       -1.1734999999999998E-4   -744.6502144425253       -765.2320402657981
0.0027173913043478503     -1.9999999999999998E-4   76.61741737770171        -2365.4275395966874
0.0027086956521739252     -1.1734999999999998E-4   -776.1729856433983       -2672.744484028197
0.0026086956521739393     -2.0000000000000004E-4   1.7000832446001368       -3485.1026599639863
0.0026043478260869687     -1.1734999999999998E-4   -268.89102426409         -3765.0264620004164
0.0025000000000000265     -2.0E-4                  8.269318370325395E-12    -3702.719981680817
0.0025000000000000118     -1.1734999999999998E-4   -1.8931786079814324E-11  -3736.0347239893754
0.0023913043478261155     -2.0E-4                  -1.7000832445410197      -3485.1026599642937
0.0023956521739130574     -1.1734999999999999E-4   268.89102426391173       -3765.02646200042
0.002282608695652204      -2.0E-4                  -76.61741737771627       -2365.427539597428
0.0022913043478261013     -1.1734999999999999E-4   776.1729856432366        -2672.7444840287526
0.002173913043478293      -2.0E-4                  -20.080637150917028      -967.8302533831297
0.0021821946169772407     -1.1734999999999998E-4   744.6502144426694        -765.2320402658784
0.0020652173913043815     -2.0E-4                  -3.449204510072377       -341.9000307846311
0.00207308488612838       -1.1735E-4               290.8469451477529        -262.2820647104872
0.00195652173913047       -2.0E-4                  -0.5535208186247473      -121.33096156455477
0.001963975155279519      -1.1734999999999999E-4   104.75163918861381       -92.32994030730015
0.0018478260869565588     -2.0E-4                  -0.0833589725980346      -43.16911708578677
0.0018548654244306588     -1.1735E-4               37.287218067710825       -32.69474230189082
0.0017391304347826476     -1.9999999999999998E-4   -0.00512054730552336     -15.373128136416168
0.0017457556935817982     -1.1734999999999997E-4   13.249669152316926       -11.594107307179002
0.0016304347826087363     -2.0E-4                  0.005137357286002953     -5.476046774908256
0.0016366459627329371     -1.1734999999999999E-4   4.706977484903376        -4.113001694675166
0.0015217391304348249     -2.0E-4                  0.0041117719792964635    -1.9507615972833945
0.0015275362318840765     -1.1734999999999999E-4   1.6721019539283475       -1.4592283412437648
0.0014130434782609136     -2.0E-4                  0.0022536324268003227    -0.6949429734231449
0.0014184265010352152     -1.1734999999999998E-4   0.593988921218795        -0.5177238611183936
0.0013043478260870024     -2.0E-4                  0.0010801368043757975    -0.247568421226766
0.0013093167701863546     -1.1734999999999995E-4   0.2110036065386396       -0.18368547870020716
0.001195652173913091      -2.0E-4                  4.8274088658217806E-4    -0.0881943122439916
0.001200207039337494      -1.1734999999999999E-4   0.07495443648031141      -0.06517046053431841
0.0010869565217391797     -2.0E-4                  2.0661974667746108E-4    -0.03141844611670972
0.0010910973084886331     -1.1734999999999995E-4   0.02662568293987988      -0.023122004356774327
9.782608695652684E-4      -2.0000000000000004E-4   8.586669537180569E-5     -0.011192511578861798
9.819875776397723E-4      -1.1734999999999998E-4   0.009458019235637494     -0.00820349259580069
8.695652173913571E-4      -2.0E-4                  3.492802716209553E-5     -0.003987210449980561
8.72877846790912E-4       -1.1735E-4               0.0033596633955141897    -0.0029105210951261974
7.608695652174457E-4      -1.9999999999999998E-4   1.3978276911075227E-5    -0.0014203960354062179
7.637681159420513E-4      -1.1734999999999998E-4   0.0011934046679300536    -0.00103262183169392
6.521739130435345E-4      -2.0E-4                  5.523066647583619E-6     -5.059962585658215E-4
6.546583850931903E-4      -1.1734999999999998E-4   4.2391361827753826E-4    -3.66361137386237E-4
3.260869565218005E-4      -2.0E-4                  3.233690222259611E-7     -2.2828286069914914E-5
3.2732919254660833E-4     -1.1734999999999999E-4   1.9036635102054333E-5    -1.6328511956729963E-5
5.434782608696231E-4      -2.0E-4                  2.15998079511337E-6      -1.8024916787550706E-4
5.455486542443297E-4      -1.1734999999999999E-4   1.5058232690279283E-4    -1.2997682231670468E-4
4.347826086957118E-4      -2.0E-4                  8.378401616937481E-7     -6.419665621803535E-5
4.3643892339546896E-4     -1.1734999999999999E-4   5.3499674088186566E-5    -4.610394058609386E-5
3.2857142857141614E-4     -3.47E-5                 2.730087712166096E-5     -9.094947017729282E-13
0.004561904761904756      -3.47E-5                 -7.708858011312714E-5    9.094947017729282E-13
0.004452380952380945      -3.47E-5                 -2.1799622449236722E-4   0
0.0043428571428571336     -3.47E-5                 -6.165756138614142E-4    0
0.0042333333333333225     -3.47E-5                 -0.001743937603350787    0
0.004123809523809511      -3.47E-5                 -0.004932576470082495    0
0.004014285714285701      -3.47E-5                 -0.013951272799261005    -9.094947017729282E-13
0.0039047619047618896     -3.47E-5                 -0.03945942417448123     9.094947017729282E-13
0.003795238095238078      -3.47E-5                 -0.11160521489981079     0
0.003685714285714267      -3.47E-5                 -0.31565673152198315     0
0.003576190476190456      -3.47E-5                 -0.892776303067194       0
0.003466666666666645      -3.47E-5                 -2.5250410435916137      0
0.0033571428571428337     -3.47E-5                 -7.141641375206973       0
0.0032476190476190226     -3.47E-5                 -20.20038810891191       9.094947017729282E-13
0.003138095238095211      -3.47E-5                 -57.1616008609455        9.094947017729282E-13
0.0030285714285714        -3.47E-5                 -162.13608853714942      -9.094947017729282E-13
0.002919047619047589      -3.47E-5                 -466.2092415502626       0
0.0028095238095237774     -3.47E-5                 -1446.9892220995498      0
0.0027                    -3.47E-5                 -6792.780091040106       -4751.149925064766
0.0025999999999999986     -3.47E-5                 -485.63761336943753      -3391.882348355392
0.0024999999999999988     -3.47E-5                 3.925238984935856E-12    -3713.9354531598146
0.0024                    -3.47E-5                 485.6376133695935        -3391.882348355353
0.0023                    -3.47E-5                 6792.780091039591        -4751.149925064775
0.0021904761904761897     -3.470000000000001E-5    1446.9892220992904       0
0.0020809523809523795     -3.47E-5                 466.2092415501689        0
0.0019714285714285693     -3.47E-5                 162.13608853707433       0
0.001861904761904759      -3.47E-5                 57.161600860927024       0
0.0017523809523809488     -3.47E-5                 20.200388108922823       0
0.0016428571428571386     -3.47E-5                 7.141641375170764        0
0.0015333333333333284     -3.47E-5                 2.5250410436120205       0
0.0014238095238095182     -3.47E-5                 0.8927763030299047       0
0.0013142857142857077     -3.47E-5                 0.3156567314707672       0
0.0012047619047618975     -3.47E-5                 0.1116052148508686       0
0.0010952380952380873     -3.47E-5                 0.03945942415126069      0
9.85714285714277E-4       -3.47E-5                 0.013951272755065247     0
